# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2023 по 31.01.2023, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"04.01.2023 17:30";"-4.0";"741.2";"759.0";"86";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-6.0";
"04.01.2023 17:00";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-7.0";
"04.01.2023 16:30";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-7.0";
"04.01.2023 16:00";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-7.0";
"04.01.2023 15:30";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с запада";"5";"11";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-7.0";
"04.01.2023 15:00";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"-7.0";
"04.01.2023 14:30";"-5.0";"741.1";"759.0";"86";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"-7.0";
"04.01.2023 14:00";"-4.0";"741.2";"759.0";"74";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-8.0";
"04.01.2023 13:30";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"-7.0";
"04.01.2023 13:00";"-4.0";"741.9";"759.7";"80";"Ветер, дующий с северо-запада";"5";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"-7.0";
"04.01.2023 12:30";"-4.0";"741.9";"759.7";"80";"Ветер, дующий с северо-запада";"5";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-7.0";
"04.01.2023 12:00";"-4.0";"741.9";"759.7";"86";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-6.0";
"04.01.2023 11:30";"-4.0";"741.9";"759.7";"80";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-7.0";
"04.01.2023 11:00";"-5.0";"741.1";"759.0";"86";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-7.0";
"04.01.2023 10:30";"-4.0";"741.2";"759.0";"80";"Ветер, дующий с севера";"7";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-7.0";
"04.01.2023 10:00";"-4.0";"740.4";"758.2";"86";"Ветер, дующий с северо-запада";"7";"12";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"04.01.2023 09:30";"-4.0";"740.4";"758.2";"86";"Ветер, дующий с северо-северо-запада";"7";"13";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-6.0";
"04.01.2023 09:00";"-4.0";"739.9";"757.7";"86";"Ветер, дующий с северо-северо-запада";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"04.01.2023 08:30";"-4.0";"739.9";"757.7";"86";"Ветер, дующий с северо-северо-запада";"7";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"04.01.2023 08:00";"-4.0";"739.1";"756.9";"86";"Ветер, дующий с северо-северо-запада";"8";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"04.01.2023 07:30";"-4.0";"739.1";"756.9";"86";"Ветер, дующий с северо-северо-запада";"8";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-6.0";
"04.01.2023 07:00";"-3.0";"738.5";"756.2";"86";"Ветер, дующий с севера";"6";"11";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-5.0";
"04.01.2023 06:30";"-3.0";"737.7";"755.4";"86";"Ветер, дующий с севера";"5";"10";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-5.0";
"04.01.2023 06:00";"-3.0";"737.7";"755.4";"86";"Ветер, дующий с севера";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 360 м";"10.0 и более";"-5.0";
"04.01.2023 05:30";"-3.0";"737.0";"754.6";"86";"Ветер, дующий с севера";"8";"18";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-5.0";
"04.01.2023 05:00";"-3.0";"736.3";"753.9";"86";"Ветер, дующий с севера";"8";"13";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-5.0";
"04.01.2023 04:30";"-3.0";"735.5";"753.1";"86";"Ветер, дующий с севера";"7";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-5.0";
"04.01.2023 04:00";"-3.0";"734.7";"752.3";"86";"Ветер, дующий с севера";"5";"10";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-5.0";
"04.01.2023 03:30";"-2.0";"734.1";"751.6";"86";"Ветер, дующий с севера";"7";"12";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 330 м";"9.0";"-4.0";
"04.01.2023 03:00";"-1.0";"733.4";"750.8";"93";"Ветер, дующий с западо-северо-запада";"7";"12";"Снег";"";"Сплошная (100%) 120 м";"2.4";"-2.0";
"04.01.2023 02:30";"0.0";"732.8";"750.1";"93";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) дождь, снег";"";"Рассеянная (40-50%) 240 м";"8.0";"-1.0";
"04.01.2023 02:00";"1.0";"732.8";"750.1";"87";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 240 м";"7.0";"-1.0";
"04.01.2023 01:30";"1.0";"732.8";"750.1";"87";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) дождь, снег";"";"Рассеянная (40-50%) 300 м";"8.0";"-1.0";
"04.01.2023 01:00";"1.0";"732.0";"749.3";"87";"Ветер, дующий с запада";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 420 м";"9.0";"-1.0";
"04.01.2023 00:30";"1.0";"732.0";"749.3";"87";"Ветер, дующий с запада";"8";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 1020 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"04.01.2023 00:00";"1.0";"732.0";"749.3";"93";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) снег, дождь";"";"Сплошная (100%) 210 м";"9.0";"0.0";
"03.01.2023 23:30";"2.0";"732.1";"749.3";"87";"Ветер, дующий с запада";"8";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 330 м";"10.0 и более";"0.0";
"03.01.2023 23:00";"2.0";"732.1";"749.3";"87";"Ветер, дующий с запада";"8";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 750 м";"10.0 и более";"0.0";
"03.01.2023 22:30";"2.0";"731.3";"748.5";"93";"Ветер, дующий с юго-запада";"7";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"1.0";
"03.01.2023 22:00";"2.0";"731.3";"748.5";"93";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"9.0";"1.0";
"03.01.2023 21:30";"2.0";"732.1";"749.3";"93";"Ветер, дующий с юго-запада";"7";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 240 м";"10.0 и более";"1.0";
"03.01.2023 21:00";"2.0";"732.1";"749.3";"93";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"1.0";
"03.01.2023 20:30";"2.0";"732.1";"749.3";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"1.0";
"03.01.2023 20:00";"2.0";"732.9";"750.1";"93";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 450 м";"10.0 и более";"1.0";
"03.01.2023 19:30";"2.0";"732.9";"750.1";"93";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 240 м";"10.0 и более";"1.0";
"03.01.2023 19:00";"2.0";"732.9";"750.1";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 480 м";"10.0 и более";"1.0";
"03.01.2023 18:30";"2.0";"732.9";"750.1";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 750 м";"10.0 и более";"0.0";
"03.01.2023 18:00";"2.0";"733.6";"750.8";"93";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"1.0";
"03.01.2023 17:30";"2.0";"733.6";"750.8";"93";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"1.0";
"03.01.2023 17:00";"2.0";"733.6";"750.8";"93";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"1.0";
"03.01.2023 16:30";"1.0";"733.5";"750.8";"100";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 150 м, сплошная (100%) 600 м";"7.0";"1.0";
"03.01.2023 16:00";"1.0";"733.5";"750.8";"93";"Ветер, дующий с западо-юго-запада";"4";"";"Дымка";"";"Разорванная (60-90%) 60 м, сплошная (100%) 600 м";"4.1";"0.0";
"03.01.2023 15:30";"0.0";"733.4";"750.8";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) морось, дымка";"Замерзающий(ая) (переохлажденный(ая)) дождь";"Сплошная (100%) 30 м";"1.3";"0.0";
"03.01.2023 15:00";"0.0";"733.4";"750.8";"93";"Ветер, дующий с юго-юго-запада";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"03.01.2023 14:30";"-1.0";"733.4";"750.8";"100";"Ветер, дующий с юга";"2";"";"Слабый(ая)(ые) снег, слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 90 м";"4.6";"-1.0";
"03.01.2023 14:00";"-1.0";"734.2";"751.6";"100";"Ветер, дующий с юго-юго-востока";"3";"";"Слабый(ая)(ые) снег, слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"Снег";"Сплошная (100%) 90 м";"3.1";"-1.0";
"03.01.2023 13:30";"-1.0";"734.2";"751.6";"93";"Ветер, дующий с юго-юго-востока";"3";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 150 м";"3.1";"-2.0";
"03.01.2023 13:00";"-1.0";"734.8";"752.3";"93";"Ветер, дующий с юго-востока";"4";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 150 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"2.0";"-2.0";
"03.01.2023 12:30";"-1.0";"735.6";"753.1";"93";"Ветер, дующий с юго-востока";"4";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 180 м, разорванная (60-90%) 780 м, кучево-дождевые облака";"2.1";"-2.0";
"03.01.2023 12:00";"-1.0";"735.6";"753.1";"93";"Ветер, дующий с востоко-юго-востока";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"Снег";"Рассеянная (40-50%) 150 м, разорванная (60-90%) 570 м, кучево-дождевые облака";"3.6";"-2.0";
"03.01.2023 11:30";"-2.0";"736.3";"753.9";"100";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 150 м";"2.4";"-2.0";
"03.01.2023 11:00";"-2.0";"737.0";"754.6";"100";"Ветер, дующий с востоко-юго-востока";"5";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 120 м, разорванная (60-90%) 870 м, кучево-дождевые облака";"1.8";"-2.0";
"03.01.2023 10:30";"-2.0";"737.0";"754.6";"100";"Ветер, дующий с востока";"5";"";"Ливень (ливни), снег";"";"Рассеянная (40-50%) 90 м, разорванная (60-90%) 660 м, кучево-дождевые облака";"1.4";"-2.0";
